name,address,arrondissement,code_insee,annee_scolaire,type,lat,lng
HIPPOLYTE MAINDRON (48) ELEM,48 RUE HIPPOLYTE MAINDRON,14ème Ardt,75114,2025-2026,Elémentaire,48.83040457696267,2.320559194450543
BARBANEGRE (7) ELEM A,7 RUE BARBANEGRE,19ème Ardt,75119,2025-2026,Elémentaire,48.89213866778307,2.382861773109085
EUGENE REISZ (4) ELEM,4 RUE EUGENE REISZ,20ème Ardt,75120,2025-2026,Elémentaire,48.85660868082338,2.4108996524547845
ARAGO (30) ELEM,30 BOULEVARD ARAGO,13ème Ardt,75113,2025-2026,Elémentaire,48.83560045283759,2.3474585187845385
MARSEILLE (17) ELEM,17 RUE DE MARSEILLE,10ème Ardt,75110,2025-2026,Elémentaire,48.87175161155988,2.363824662201402
JOSSEAUME (3-7) ELEM,3 PASSAGE JOSSEAUME,20ème Ardt,75120,2025-2026,Elémentaire,48.85475759113608,2.4027654872962483
VULPIAN (13) ELEM,13 RUE VULPIAN,13ème Ardt,75113,2025-2026,Elémentaire,48.831548188287286,2.346494705695409
ANTOINE CHANTIN (20) ELEM,20 RUE ANTOINE CHANTIN,14ème Ardt,75114,2025-2026,Elémentaire,48.82725292984934,2.3226565449649197
REUILLY (27) ELEM,27 RUE DE REUILLY,12ème Ardt,75112,2025-2026,Elémentaire,48.84795893066709,2.3864250336308817
EUGENIE COTTON (16) ELEM B,16 RUE EUGENIE COTTON (ECOLE A,19ème Ardt,75119,2025-2026,Elémentaire,48.87874197496205,2.3945249391432957
GLACIERE (100) ELEM,100 RUE DE LA GLACIERE,13ème Ardt,75113,2025-2026,Elémentaire,48.829792234688384,2.3429107032425702
TANDOU (16) POLY,16 RUE TANDOU,19ème Ardt,75119,2025-2026,Polyvalent,48.886153622529065,2.3799596807432652
JEAN JAURES (160) ELEM,160 AVENUE JEAN JAURES,19ème Ardt,75119,2025-2026,Elémentaire,48.88728920069014,2.3880225161215285
EVANGILE (33) ELEM,33 RUE DE L'EVANGILE,18ème Ardt,75118,2025-2026,Elémentaire,48.89406873070228,2.3651224005960807
DAUMESNIL (253 T) ELEM,253 ter AVENUE DAUMESNIL,12ème Ardt,75112,2025-2026,Elémentaire,48.83704465692328,2.4031182944378773
DUPLEIX (21) ELEM,21 RUE DUPLEIX,15ème Ardt,75115,2025-2026,Elémentaire,48.851482443324564,2.2971938831414604
ST MAUR (200) ELEM,200 RUE SAINT MAUR,10ème Ardt,75110,2025-2026,Elémentaire,48.87223208176609,2.3716848483262667
BELLEVILLE (77) ELEM A,77 BLD DE BELLEVILLE,11ème Ardt,75111,2025-2026,Elémentaire,48.87127461968392,2.3774345605795686
BAUCHES (15) ELEM,15 RUE DES BAUCHES,16ème Ardt,75116,2025-2026,Elémentaire,48.85598013689167,2.273564906582162
FAUBOURG ST DENIS (34) ELEM,34 RUE DU FAUBOURG SAINT DENIS,10ème Ardt,75110,2025-2026,Elémentaire,48.87111111278698,2.353506735372658
ARMAND CARREL (47) MAT,47 RUE ARMAND CARREL,19ème Ardt,75119,2025-2026,Maternelle,48.88269976980857,2.375784996693515
PIERRE GOURDAULT (11) ELEM,11 RUE PIERRE GOURDAULT,13ème Ardt,75113,2025-2026,Elémentaire,48.831268625458605,2.3708054996786063
TLEMCEN (9) ELEM,9 RUE DE TLEMCEN,20ème Ardt,75120,2025-2026,Elémentaire,48.8645887365069,2.3870939730686542
CLIGNANCOURT (61) ELEM,61 RUE DE CLIGNANCOURT,18ème Ardt,75118,2025-2026,Elémentaire,48.88793298898723,2.3477978551722156
PEREIRE (221) ELEM,221 BOULEVARD PEREIRE,17ème Ardt,75117,2025-2026,Elémentaire,48.88056489268451,2.2892896889989873
GUTENBERG (50) ELEM,50 RUE GUTENBERG,15ème Ardt,75115,2025-2026,Elémentaire,48.842730877018894,2.2798377959842973
FRANCOISE DORLEAC ELEM B,8 PLACE FRANCOISE DORLEAC,18ème Ardt,75118,2025-2026,Elémentaire,48.8993899007631,2.337452792317367
GENERAL LASALLE (1) ELEM,1 RUE DU GENERAL LASALLE,19ème Ardt,75119,2025-2026,Elémentaire,48.87425637487898,2.381214745951107
SERVAN (29) ELEM B,29 RUE SERVAN,11ème Ardt,75111,2025-2026,Elémentaire,48.86075053788084,2.382979549055326
ALOUETTES (5) ELEM,5 RUE DES ALOUETTES,19ème Ardt,75119,2025-2026,Elémentaire,48.87709682178561,2.3852236415460415
LONGCHAMP (130) ELEM,130 RUE DE LONGCHAMP,16ème Ardt,75116,2025-2026,Elémentaire,48.86727564812386,2.2782542113508386
SARRETTE (34) MAT,34 RUE SARRETTE,14ème Ardt,75114,2025-2026,Maternelle,48.8260079589964,2.3283994663011387
ALLERAY (42) MAT,42 RUE D'ALLERAY,15ème Ardt,75115,2025-2026,Maternelle,48.83670438789997,2.3034313404779265
MAURICE RIPOCHE (55-61) MAT,55 RUE MAURICE RIPOCHE,14ème Ardt,75114,2025-2026,Maternelle,48.83323862802616,2.3230557242522005
JOUFFROY (20) ELEM,20 RUE JOUFFROY D'ABBANS,17ème Ardt,75117,2025-2026,Elémentaire,48.886500433015385,2.310896770755844
TANGER (15) MAT,15 RUE DE TANGER,19ème Ardt,75119,2025-2026,Maternelle,48.88541391850734,2.3678835383189987
AUGUSTE PERRET (11) MAT,11 RUE AUGUSTE PERRET,13ème Ardt,75113,2025-2026,Maternelle,48.82474059706989,2.3594097043633173
M. ROSTROPOVITCH (56) MAT,56 RUE MSTISLAV ROSTROPOVITCH,17ème Ardt,75117,2025-2026,Maternelle,48.89092291810394,2.311435604063327
FEDERATION (18) MAT,18 RUE DE LA FEDERATION,15ème Ardt,75115,2025-2026,Maternelle,48.854537240506836,2.2910889400423504
ARAGO (87) ELEM,87 BOULEVARD ARAGO,14ème Ardt,75114,2025-2026,Elémentaire,48.83435989215087,2.335684623235041
ST SEBASTIEN (24) ELEM,24 RUE SAINT SEBASTIEN,11ème Ardt,75111,2025-2026,Elémentaire,48.861117342857185,2.369445127094934
MICHEL BIZOT (83) ELEM,83 AVENUE DU GAL MICHEL BIZOT,12ème Ardt,75112,2025-2026,Elémentaire,48.837253839976825,2.4035314271191126
PARMENTIER (155) MAT,155 AVENUE PARMENTIER,10ème Ardt,75110,2025-2026,Maternelle,48.871546803145414,2.3697138742502086
BRETONNEAU (12) MAT,12 RUE BRETONNEAU,20ème Ardt,75120,2025-2026,Maternelle,48.867556140298355,2.403113236197998
CARDINAL AMETTE (3) MAT,3 PLACE DU CARDINAL AMETTE,15ème Ardt,75115,2025-2026,Maternelle,48.85093752536021,2.297107585629458
ST ANGE (14) MAT,14 PASSAGE SAINT ANGE,17ème Ardt,75117,2025-2026,Maternelle,48.89657309007504,2.3274317101488444
TOLBIAC (157) MAT,157 RUE DE TOLBIAC,13ème Ardt,75113,2025-2026,Maternelle,48.82603438803607,2.356264686583316
GENERAL BRUNET (7) ELEM,7 RUE DU GENERAL BRUNET,19ème Ardt,75119,2025-2026,Elémentaire,48.88026543101532,2.390258806812806
ARISTIDE MAILLOL (15) MAT,15 RUE ARISTIDE MAILLOL,15ème Ardt,75115,2025-2026,Maternelle,48.837855797585014,2.312413082838331
REPUBLIQUE (100) ELEM,100 AVENUE DE LA REPUBLIQUE,11ème Ardt,75111,2025-2026,Elémentaire,48.863557047700674,2.3827617701459625
BERCY (167) MAT,167 RUE DE BERCY,12ème Ardt,75112,2025-2026,Maternelle,48.84260745086261,2.375238551801449
JACQUIER (23) MAT,23 RUE JACQUIER,14ème Ardt,75114,2025-2026,Maternelle,48.82997508187904,2.3169979533660503
BAUDRICOURT (55) ELEM B,55 RUE BAUDRICOURT,13ème Ardt,75113,2025-2026,Elémentaire,48.82577112828068,2.3631352050621324
REUILLY (57) ELEM A,57 RUE DE REUILLY,12ème Ardt,75112,2025-2026,Elémentaire,48.845764391837214,2.3885836839710275
PLAINE (9) ELEM B,9 RUE DE LA PLAINE,20ème Ardt,75120,2025-2026,Elémentaire,48.849964001623064,2.399914835474164
ST ISAURE (18) ELEM,18 RUE SAINTE ISAURE,18ème Ardt,75118,2025-2026,Elémentaire,48.89416202254935,2.3444301537371888
JULIEN LACROIX (16) ELEM,16 RUE JULIEN LACROIX,20ème Ardt,75120,2025-2026,Elémentaire,48.86946324999071,2.3856093541592727
CHEMINETS (16) ELEM,16 RUE DES CHEMINETS,19ème Ardt,75119,2025-2026,Elémentaire,48.88764655890308,2.398716274912107
GOUBET (4) ELEM,4 RUE GOUBET,19ème Ardt,75119,2025-2026,Elémentaire,48.88459274589403,2.3903302155166273
L.M.NORDMANN (140) ELEM,140 RUE LEON MAURICE NORDMANN,13ème Ardt,75113,2025-2026,Elémentaire,48.83377350532776,2.3431821295641404
VOLTAIRE (8) ELEM,8 CITE VOLTAIRE,11ème Ardt,75111,2025-2026,Elémentaire,48.852651927441485,2.3904995764405164
POUCHET (42) ELEM,42 RUE POUCHET,17ème Ardt,75117,2025-2026,Elémentaire,48.893826590439986,2.320407237813889
PYRENEES (293) ELEM A,293 RUE DES PYRENEES,20ème Ardt,75120,2025-2026,Elémentaire,48.86940017074716,2.394791134190265
CHAT.DES RENTIERS (103) MAT,103 RUE CHATEAU DES RENTIERS,13ème Ardt,75113,2025-2026,Maternelle,48.828173837361305,2.3672108439047443
PICPUS (56) ELEM B,56 RUE DE PICPUS (ECOLE B),12ème Ardt,75112,2025-2026,Elémentaire,48.84359141551742,2.396622583993179
CARPEAUX (5-7) MAT,5 RUE CARPEAUX,18ème Ardt,75118,2025-2026,Maternelle,48.89035961315118,2.3298061120526445
RICAUT (8) MAT,8 RUE RICAUT,13ème Ardt,75113,2025-2026,Maternelle,48.82985084240565,2.3614545805745077
JEANNE D'ARC (33) ELEM A,33 PLACE JEANNE D'ARC,13ème Ardt,75113,2025-2026,Elémentaire,48.829783700856794,2.3674346036287446
DOMREMY (15) MAT,15 RUE DE DOMREMY,13ème Ardt,75113,2025-2026,Maternelle,48.83027038814626,2.373003852006348
GODEFROY CAVAIGNAC (31) MAT,31 RUE GODEFROY CAVAIGNAC,11ème Ardt,75111,2025-2026,Maternelle,48.855760916573004,2.380704174603892
ERLANGER (58) MAT,58 RUE ERLANGER,16ème Ardt,75116,2025-2026,Maternelle,48.84426466038021,2.2597070535003074
MAROC (34) MAT,34 RUE DU MAROC,19ème Ardt,75119,2025-2026,Maternelle,48.88716202449678,2.3677383571474055
CAPITAINE LAGACHE (19) ELEM,19 RUE DU CAPITAINE LAGACHE,17ème Ardt,75117,2025-2026,Elémentaire,48.892040018011365,2.325594516536988
ALAIN-FOURNIER (7) MAT,7 SQUARE ALAIN-FOURNIER,14ème Ardt,75114,2025-2026,Maternelle,48.827746373294794,2.306835908986238
VAUGIRARD (149) MAT,149 RUE DE VAUGIRARD,15ème Ardt,75115,2025-2026,Maternelle,48.843913514632035,2.316087899183691
JEAN MENANS (2) MAT,2 RUE JEAN MENANS,19ème Ardt,75119,2025-2026,Maternelle,48.88105439132377,2.3787114440048027
TCHAIKOVSKI (7) MAT,7 RUE TCHAIKOVSKI,18ème Ardt,75118,2025-2026,Maternelle,48.89418329402723,2.364554543133914
COMPANS (106) ELEM A,106 RUE COMPANS,19ème Ardt,75119,2025-2026,Elémentaire,48.880385546568775,2.389781418436631
EMILE LEPEU (44) MAT,44 RUE EMILE LEPEU,11ème Ardt,75111,2025-2026,Maternelle,48.856683261395006,2.3882253908830355
PARMENTIER (111) MAT,111 AVENUE PARMENTIER,11ème Ardt,75111,2025-2026,Maternelle,48.86793494762904,2.3723859656490562
VITRUVE (68) MAT,68 RUE VITRUVE,20ème Ardt,75120,2025-2026,Maternelle,48.85926120243894,2.406797222388463
POMMARD (33) MAT,33 RUE DE POMMARD,12ème Ardt,75112,2025-2026,Maternelle,48.83641592073815,2.3837080784822082
EUGENE VARLIN (10) ELEM,10 RUE EUGENE VARLIN,10ème Ardt,75110,2025-2026,Elémentaire,48.87833744574122,2.3647740287957335
BUFFON (21)  ELEM,21 RUE BUFFON,5ème Ardt,75105,2025-2026,Elémentaire,48.84248272252251,2.3612490633925756
SARRETTE (55) MAT,55 RUE SARRETTE,14ème Ardt,75114,2025-2026,Maternelle,48.82508625196558,2.3269351516433563
PIERRE FONCIN (2) MAT,2 RUE PIERRE FONCIN,20ème Ardt,75120,2025-2026,Maternelle,48.871340988815405,2.409217976972017
BARBANEGRE (7) ELEM B,7 RUE BARBAN�GRE,19ème Ardt,75119,2024-2025,Elémentaire,48.89213866778307,2.382861773109085
LOUVOIS (6) ELEM,6 RUE DE LOUVOIS,2ème Ardt,75102,2024-2025,Elémentaire,48.86827460244168,2.3374870250719155
ST JACQUES (250 B) ELEM,250 bis RUE SAINT JACQUES,5ème Ardt,75105,2024-2025,Elémentaire,48.84377707722694,2.3416321034164453
SIMON BOLIVAR (119) ELEM A,119 AVENUE SIMON BOLIVAR (EC.B,19ème Ardt,75119,2024-2025,Elémentaire,48.87983801495678,2.374187395474631
STEPHEN PICHON (28) MAT,28 AVENUE ST�PHEN PICHON,13ème Ardt,75113,2024-2025,Maternelle,48.832380595064215,2.3585484855159082
VAUGIRARD (149) MAT,"149 B, RUE DE VAUGIRARD",15ème Ardt,75115,2024-2025,Maternelle,48.843913514632035,2.316087899183691
ST JACQUES (28) ELEM - ÉLIE BUZYN,28 RUE SAINT JACQUES,5ème Ardt,75105,2024-2025,Elémentaire,48.85133508348417,2.345661862991428
VANDREZANNE (38) ELEM,38 RUE VANDREZANNE,13ème Ardt,75113,2024-2025,Elémentaire,48.827838772043535,2.3531768485012243
BARBANEGRE (7) ELEM A,7 RUE BARBAN�GRE,19ème Ardt,75119,2024-2025,Elémentaire,48.89213866778307,2.382861773109085
GENERAL JEAN-SIMON (31) POLY,"31 , BOULEVARD DU G�N�RAL JEAN-SIMON",13ème Ardt,75113,2024-2025,Polyvalent,48.826154926567035,2.3835692779153312
IVRY (47) ELEM B,"47 , AVENUE D'IVRY",13ème Ardt,75113,2024-2025,Elémentaire,48.82306036550549,2.365782181735675
IVRY (47) ELEM A,"47 , AVENUE D'IVRY",13ème Ardt,75113,2024-2025,Elémentaire,48.82306036550549,2.365782181735675
CHOISY (4b) MAT,4 bis AVENUE DE CHOISY,13ème Ardt,75113,2024-2025,Maternelle,48.82064046139026,2.3648627277329224
CLOS (18) MAT,18 RUE DU CLOS,20ème Ardt,75120,2024-2025,Maternelle,48.857226830493836,2.407068203473641
OLIVIER METRA (31-33) MAT,"31 , RUE OLIVIER M�TRA",20ème Ardt,75120,2024-2025,Maternelle,48.87306925545656,2.393799457257276
HOSPITAL. ST GERVAIS (10) POLY,10 R HOSPITALIERES ST GERVAIS,4ème Ardt,75104,2024-2025,Polyvalent,48.85791478449449,2.3591417819637286
M. ROSTROPOVITCH (34) POLY,34 RUE MSTISLAV ROSTROPOVITCH,17ème Ardt,75117,2024-2025,Polyvalent,48.89002009578474,2.3129853283505617
ANNE SYLVESTRE- DAVOUT (73) ELEM,73 BD DAVOUT,20ème Ardt,75120,2024-2025,Elémentaire,48.853885396628215,2.4102841370381127
HOPITAL ST LOUIS (5) ELEM,5 RUE DE L HOPITAL ST LOUIS,10ème Ardt,75110,2024-2025,Elémentaire,48.87488150537698,2.365421164172451
PONTOISE (21) ELEM,21 RUE DE PONTOISE,5ème Ardt,75105,2024-2025,Elémentaire,48.84874986089501,2.351264112994486
LAHIRE (13) MAT,13 RUE LAHIRE,13ème Ardt,75113,2024-2025,Maternelle,48.82965725478757,2.3664610451653667
VIVIENNE (11) MAT,11 RUE VIVIENNE,2ème Ardt,75102,2024-2025,Maternelle,48.86801044924347,2.3395002367160616
POISSY (27) MAT,27 RUE DE POISSY,5ème Ardt,75105,2024-2025,Maternelle,48.84859293787835,2.3522779256679183
VANDREZANNE (40) MAT,40 RUE VANDREZANNE,13ème Ardt,75113,2024-2025,Maternelle,48.82785931453252,2.3531537130965767
CHAT.DES RENTIERS (40) MAT,40 RUE DU CH�TEAU DES RENTIERS,13ème Ardt,75113,2024-2025,Maternelle,48.824957432581684,2.3699831692799287
FESSART (36) MAT,"36 , RUE FESSART",19ème Ardt,75119,2024-2025,Maternelle,48.87686359680913,2.384559163669412
DUNOIS (71) MAT,"71 , RUE DUNOIS",13ème Ardt,75113,2024-2025,Maternelle,48.83304418350052,2.366141302750901
JEANNE D ARC (33) ELEM A,33 PLACE JEANNE D'ARC,13ème Ardt,75113,2024-2025,Elémentaire,48.829783700856794,2.3674346036287446
JEANNE D ARC (30) ELEM B,30 PLACE JEANNE D'ARC,13ème Ardt,75113,2024-2025,Elémentaire,48.83008507701475,2.3688892064970237
SEVERO (10) MAT,10 RUE SEVERO,14ème Ardt,75114,2023-2024,Maternelle,48.83239267710277,2.3237187336562335
G?N?RAL JEAN-SIMON (31) POLY,31 BOULEVARD DU GENERAL JEAN SIMON,13ème Ardt,75113,2023-2024,Polyvalent,48.82614483666812,2.3835694843911455
REUILLY (57) ELEM B,57 RUE DE REUILLY (ECOLE B),12ème Ardt,75112,2023-2024,Elémentaire,48.845764391837214,2.3885836839710275
BUFFAULT (34) MAT,34 RUE BUFFAULT,9ème Ardt,75109,2023-2024,Maternelle,48.876430241183726,2.342510683558092
IVRY (47) ELEM A,47 AVENUE D'IVRY (ECOLE B),13ème Ardt,75113,2023-2024,Elémentaire,48.82306036550549,2.365782181735675
PARMENTIER (159) ELEM,159 AVENUE PARMENTIER,10ème Ardt,75110,2023-2024,Elémentaire,48.87169627827069,2.3696028414804537
ST LOUIS EN L'ILE (21) ELEM,21 RUE SAINT LOUIS EN L'ILE,4ème Ardt,75104,2023-2024,Elémentaire,48.85153571867266,2.357240563834992
CHAMPIONNET (113) POLY,113 RUE CHAMPIONNET,18ème Ardt,75118,2023-2024,Polyvalent,48.895588312904216,2.339143362226737
REUILLY (57) ELEM A,57 RUE DE REUILLY (ECOLE B),12ème Ardt,75112,2023-2024,Elémentaire,48.845764391837214,2.3885836839710275
QUATRE FILS (10 B) ELEM,10 bis RUE DES QUATRE FILS,3ème Ardt,75103,2023-2024,Elémentaire,48.860411900549714,2.3601561880625743
ALAIN FOURNIER ( 5) ELEM,5 SQUARE ALAIN-FOURNIER,14ème Ardt,75114,2023-2024,Elémentaire,48.828324298488255,2.307674934788748
CAMBON (28) ELEM,28 RUE CAMBON,1er Ardt,75101,2023-2024,Elémentaire,48.86811242522675,2.3268561889341104
FAUCONNIER (4) POLY,4 RUE DU FAUCONNIER,4ème Ardt,75104,2023-2024,Polyvalent,48.8536421914855,2.3596540713546945
CLOS (18) ELEM,18 RUE DU CLOS,20ème Ardt,75120,2023-2024,Elémentaire,48.857226830493836,2.407068203473641
BELLES FEUILLES (3) POLY,3 IMPASSE DES BELLES FEUILLES,16ème Ardt,75116,2023-2024,Polyvalent,48.868835717142865,2.2807781660877846
ARCHEREAU (58) MAT,58 RUE ARCHEREAU,19ème Ardt,75119,2023-2024,Maternelle,48.892616094135704,2.3758189433980657
BOULARD (46) ELEM,46 RUE BOULARD,14ème Ardt,75114,2023-2024,Elémentaire,48.832662575018674,2.327836191601366
BUFFAULT (32) ELEM,32 RUE BUFFAULT,9ème Ardt,75109,2023-2024,Elémentaire,48.87631292671901,2.3424365708553445
CHAT.DES RENTIERS (37) ELEM,37 RUE DU CHATEAU DES RENTIERS,13ème Ardt,75113,2023-2024,Elémentaire,48.82451628461481,2.37004498183649
ALAIN FOURNIER (7) MAT,7 SQUARE ALAIN-FOURNIER,14ème Ardt,75114,2023-2024,Maternelle,48.827746373294794,2.306835908986238
LE VAU (20) ELEM A,20 RUE LE VAU,20ème Ardt,75120,2023-2024,Elémentaire,48.86753211258313,2.411209868048887
TOURELLES (5-7) POLY,5 RUE DES TOURELLES,20ème Ardt,75120,2023-2024,Polyvalent,48.87473729137813,2.404086116145681
SEVERO (12) ELEM,12 RUE SEVERO,14ème Ardt,75114,2023-2024,Elémentaire,48.83245025289119,2.3235273608754685
IVRY (47) ELEM B,47 AVENUE D'IVRY (ECOLE B),13ème Ardt,75113,2023-2024,Elémentaire,48.82306036550549,2.365782181735675
CHERNOVIZ (8) ELEM,8 RUE CHERNOVIZ,16ème Ardt,75116,2023-2024,Elémentaire,48.85737009298764,2.2819172941522194
POULLETIER (18) MAT,18 RUE POULLETIER,4ème Ardt,75104,2023-2024,Maternelle,48.85147073607516,2.3583141395507186
OLIVIER METRA (31-33) MAT,32 RUE OLIVIER METRA,20ème Ardt,75120,2023-2024,Maternelle,48.87306925545656,2.393799457257276
CLOYS (41) MAT,33 RUE DES CLOYS,18ème Ardt,75118,2023-2024,Maternelle,48.892933147554274,2.3382587769550267
RODIER (30) MAT,30 RUE RODIER,9ème Ardt,75109,2023-2024,Maternelle,48.87870345656933,2.343003990474678
RAPP (28) MAT,28 AVENUE RAPP,7ème Ardt,75107,2023-2024,Maternelle,48.85863065065178,2.3002060575306875
GENERAL CAMOU (1) ELEM,1 RUE GENERAL CAMOU,7ème Ardt,75107,2023-2024,Elémentaire,48.85889064623058,2.2998593922718706
DUNOIS (70-71) MAT,71 RUE DUNOIS,13ème Ardt,75113,2023-2024,Maternelle,48.83304418350052,2.366141302750901
GENERAL JEAN-SIMON (31) POLY,31 BOULEVARD DU GENERAL JEAN SIMON,13ème Ardt,75113,2022-2023,Polyvalent,48.826154926567035,2.3835692779153312
CHAPTAL (12) ELEM,12 RUE CHAPTAL,9ème Ardt,75109,2022-2023,Elémentaire,48.88082464785626,2.3336321508838727
MOUSSY (9) ELEM,9 RUE DE MOUSSY,4ème Ardt,75104,2022-2023,Elémentaire,48.85773889422884,2.355614517489312
VICTOR COUSIN (14) ELEM,14 RUE VICTOR COUSIN,5ème Ardt,75105,2022-2023,Elémentaire,48.84743178989317,2.3420801982320647
BERANGER (3) ELEM,3 RUE BERANGER,3ème Ardt,75103,2022-2023,Elémentaire,48.864815899074266,2.3643829890695662
HAMELIN (21) ELEM,21 RUE DE L'AMIRAL HAMELIN,16ème Ardt,75116,2022-2023,Elémentaire,48.867422136722084,2.2919498274573917
CUJAS (23) MAT,23 RUE CUJAS,5ème Ardt,75105,2022-2023,Maternelle,48.84805003170546,2.3419015855074456
ARNOLD NETTER (42) MAT,,12ème Ardt,75112,2022-2023,Maternelle,48.843690261386676,2.4056226019026874
JONGKIND (3) MAT,3 RUE JONGKIND,15ème Ardt,75115,2022-2023,Maternelle,48.83926395142047,2.2796129979538935
ALLERAY (102) MAT,102 RUE D'ALLERAY,15ème Ardt,75115,2022-2023,Maternelle,48.83621201623922,2.309558316965856
PAUL DUBOIS (6) MAT,,3ème Ardt,75103,2022-2023,Maternelle,48.865333986587366,2.361363398296804
CHAPTAL (12) MAT,12 RUE CHAPTAL,9ème Ardt,75109,2022-2023,Maternelle,48.88082464785626,2.3336321508838727
BRUXELLES (34) MAT,34 RUE DE BRUXELLES,9ème Ardt,75109,2022-2023,Maternelle,48.882973714173346,2.3286838662964278
PARADIS (20) MAT,,10ème Ardt,75110,2022-2023,Maternelle,48.874871515601875,2.3535442338358408
BRUXELLES (32) ELEM,32 RUE DE BRUXELLES,9ème Ardt,75109,2022-2023,Elémentaire,48.882999745994724,2.3288013997792945
CHAT.DES RENTIERS (31) MAT,31 RUE DU CHATEAU DES RENTIERS,13ème Ardt,75113,2022-2023,Maternelle,48.82431489842899,2.37017597547993
ETIENNE MARCEL (20) POLY,20 RUE ETIENNE MARCEL,2ème Ardt,75102,2021-2022,Polyvalent,48.86414057425542,2.348314568902024
SUZANNE LACORE,BOULEVARD MAC DONALD,19ème Ardt,75119,2021-2022,Collège,48.898608723283154,2.3788765489694663
FRANCOISE SELIGMAN,21 RUE DE SAMBRE-ET-MEUSE,10ème Ardt,75110,2021-2022,Collège,48.87485079446566,2.371691242263032
LOUIS BLANC (49b) ELEM,49 bis RUE LOUIS BLANC,10ème Ardt,75110,2021-2022,Elémentaire,48.88240948656542,2.362516253533549
GENERAL JEAN SIMON (31) POLY,31 BOULEVARD DU GENERAL JEAN SIMON,13ème Ardt,75113,2021-2022,Polyvalent,48.82614483666812,2.3835694843911455
ARCHIVES (40) MAT,40 RUE DES ARCHIVES,4ème Ardt,75104,2021-2022,Maternelle,48.858985848059945,2.35597713083626
FERNAND LABORI (19) POLY,19 RUE FERNAND LABORI,18ème Ardt,75118,2021-2022,Polyvalent,48.899127617384266,2.3422511488545315
PARADIS (20) MAT,20 RUE DE PARADIS,10ème Ardt,75110,2021-2022,Maternelle,48.874871515601875,2.3535442338358408
LOUISE BOURGEOIS (19) POLY,19 RUE LOUISE BOURGEOIS,13ème Ardt,75113,2021-2022,Polyvalent,48.82607471323481,2.3792231081235613
M ROSTROPOVITCH (34) POLY,34 RUE MSTISLAV ROSTROPOVITCH,17ème Ardt,75117,2021-2022,Polyvalent,48.89002009578474,2.3129853283505617
GOUTTE D'OR (49B)  ELEM,49 bis RUE DE LA GOUTTE D'OR,18ème Ardt,75118,2021-2022,Elémentaire,48.884956334893104,2.351785340712243
VERNEUIL (17) MAT,17 RUE DE VERNEUIL,7ème Ardt,75107,2021-2022,Maternelle,48.8575425948205,2.3304651211970855
GOUTTE D'OR (57) MAT,57 RUE DE LA GOUTTE D'OR,18ème Ardt,75118,2021-2022,Maternelle,48.88502480929333,2.350931337623831
ARNOLD NETTER (42) MAT,42 AVENUE DU DR ARNOLD NETTER,12ème Ardt,75112,2021-2022,Maternelle,48.843690261386676,2.4056226019026874
PAUL DUBOIS (6) MAT,6 RUE PAUL DUBOIS,3ème Ardt,75103,2021-2022,Maternelle,48.865333986587366,2.361363398296804
FRANCOISE SELIGMAN,,10ème Ardt,75110,2020-2021,Collège,48.87485079446566,2.371691242263032
